ag,bg,T1,V1,A1,P1,B1,T2,V2,A2,P2,B2,T3,V3,A3,P3,B3,T4,V4,A4,P4,B4,Contamination_Defect,Crystalisation_Defect,Ion_Diffusion_Defect,Burnishing_Defect,m1_cost,m2_cost,m3_cost,m4_cost,ID
Medium,Argon,65.07110414478859,304795.7099791515,224.59362229484623,29.97150467174008,106.77047445801547,434.5671660223666,1801128.3361734382,62.78531399879237,64.44027381685893,290.21878203941856,451.38781495392084,678521.9067397489,224.78187639404484,300.5544873180201,713.5955483955751,337.96762973163624,295300.8181429245,464.53414470917005,160.23191726724497,317.33927041876666,0,0,0,0,808.2418555265851,2531.237357068298,1011.7349415842411,494.17098739834665,1157
Medium,Neon,73.08774218717548,296687.849022697,133.5179762529105,16.803210431713087,148.25642777422834,526.1700355133289,3079407.934433594,233.48209116074597,106.12537254497205,254.21951596994052,420.43964757074417,886957.5141872312,270.14823357768887,280.1103662615844,839.9163130909287,359.1062702357078,481824.56950191455,910.5268412951335,151.53937591583164,329.12735057523304,0,1,0,0,789.5355863636084,4258.6100227675015,1292.6216153417306,746.6541414161812,1158
Low,Argon,76.17059979222039,,245.01990857137488,30.590873573400344,114.16144498092486,464.99187293728204,2350005.8307199446,128.7418521801419,47.77689697463497,328.3809349518962,521.7189282095836,886416.9757467577,484.4194905606983,251.91479235932044,963.3111716376677,389.600066837773,354994.76061681024,165.60757860510816,127.59289308246855,341.1035022997247,0,1,0,0,666.6553882784003,3274.951271768725,1293.4350915163536,574.9437288381589,1159
Low,Argon,76.67172036884645,386325.58093968674,118.27181043123124,28.686890598008,140.60759823309516,479.27606993372456,1546537.3204143897,189.8423379500824,104.6423055063768,316.0745322704038,505.5794379073867,862393.6168137965,519.1217844433982,178.21402284423203,831.1455853543648,309.6015424911712,451350.5972623595,651.2407520937079,368.2131292634209,317.90157698211726,0,0,0,0,1000.1296555228672,2189.0481856137703,1260.7471087302074,705.2288027500877,1160
Low,Argon,112.7517125795426,378738.1933425698,225.98621184376964,52.08894826744314,140.5638941579372,534.6276930208655,1009131.9160498206,,47.67469851113394,298.8683744003235,468.9134413418573,891044.7446469782,266.24192003789625,63.78991884702074,785.0572789040199,356.42468243247777,514210.6059270012,,236.280118418779,340.2832250235567,0,0,0,0,982.4538502121721,1463.4139531933438,1298.77360961948,790.3487732303355,1161
Medium,Neon,109.7879482847745,240118.0999312462,8.343102078387052,58.92409989760249,140.79705135765204,499.86948614655944,2503824.030405526,334.09166389915123,76.39738708353767,252.49585278735404,492.1980004378914,639041.9245327732,538.5108556430743,284.44453117582236,866.262810413633,361.2273833134223,526861.8752051909,278.71080694198434,198.03545587065477,337.25674063376243,0,1,0,0,656.5262122581547,3481.979889366078,958.7413463583563,807.0245670517613,1162
High,Neon,60.59780968109695,243980.38563611123,84.99721279112318,15.080997169889976,133.87812791487465,486.33529906215693,1089157.8443442266,328.8356034162918,44.54037859768583,277.6282130245723,377.17858229300964,718187.0064306401,254.3183248180496,72.77568418486527,714.1052353648686,417.97900258547435,412353.53221098986,543.2414722556209,296.477241699542,354.6190040225056,0,0,0,0,665.2668607630478,1570.4005213414264,1064.6426891013602,653.2131024633668,1163
Low,Neon,132.21368359334824,520267.08254348615,173.90054680028084,38.940476789863006,109.00576500236025,654.1152481064747,1244277.5846135565,171.810131351221,52.55627356925374,323.158645446628,432.4244169273083,929738.1010550326,582.9754278386396,5.5060147044308,804.2674396178069,394.94957576027616,480251.2812218904,503.0326656314458,399.29824613149054,354.7710345297976,0,0,0,0,1315.1910335880966,1781.3967762536429,1351.2261240751159,744.8304602346328,1164
Medium,Argon,99.16939998378899,506281.77667764545,150.8006668427346,35.53529830345783,116.00270339601694,532.1829645507742,1597416.1412102315,200.00188843996162,56.55155570465721,344.4369409030015,455.6576038891179,799043.457599171,598.4961922453009,85.11224021894282,830.3434733676816,384.9179168369083,459354.7292589297,371.98228155722006,499.5019870778142,334.3176147842867,0,0,0,0,1281.6849653865254,2257.7535353014027,1175.22297163814,716.4516643496291,1165
Medium,Argon,67.51203619530949,360616.2916198559,108.60639111756123,4.474243193899152,,467.4872391004416,1346738.6617535434,330.01210821146145,57.52126246645165,293.2896593715036,451.7404511568232,834723.3961630194,499.7519096015874,286.5270733636934,685.4931957188272,366.70870665070333,546556.4118083804,349.89448079731886,227.28455567470195,352.38218270796557,0,0,0,0,939.3919686118301,1917.754172754319,1223.0070472015739,834.0209221872212,1166
Low,Argon,74.78083638825004,616242.286879998,135.57117049911645,2.409469887696247,119.02037613068013,548.6650293394831,1460144.3978095185,310.4132483732259,36.33861760301268,328.9522581870372,391.4991891487958,805962.9788283715,549.1728647353775,101.42996575149911,784.2966834205967,403.33803602275196,301835.33974688913,102.36033487384253,187.7137847720995,316.32228845312596,0,0,0,0,1540.02589719846,2072.215254645227,1184.0039045072604,503.0023053425974,1167
Medium,Neon,59.798853773501435,327569.29951077385,213.69203943766956,27.072314542251743,107.09455303652267,511.5928198775636,3765231.0041200155,272.72325610415885,76.97516313819088,353.04862963502285,346.3682265401386,914035.5470257786,354.3942920743051,51.75766310688004,878.3498768995277,310.5001037161531,534532.4172071457,690.4190640057444,432.0801107540939,327.7108615084,0,1,0,0,861.83741374915,5184.830830257723,1329.8013370384717,817.6691568657275,1168
Low,Argon,93.92840122435365,650258.6013389771,136.18332631153757,40.712446990275865,161.9670570386856,539.1403476579206,1784864.1458599581,452.6316422077862,78.47864064890685,318.9600205169625,,461214.2006595193,58.95390345769913,183.92455688774118,812.760201449714,355.7815718107191,580193.268547808,194.61375522073337,312.4761423846519,326.9108767459115,0,0,0,0,1620.4997028629407,2511.2222409482874,718.332866044331,878.8806908092997,1169
Low,Argon,71.45939124195085,283775.8988358002,88.32436445886952,30.49250990018991,99.46145696685763,479.5329827876993,2880850.769481911,436.6755174693195,71.85857823385379,248.2663417859905,441.5500692327991,828972.2605077983,579.8235257493055,245.32241255998574,909.8289313232475,308.409298432467,598792.7333834369,99.1494500494276,140.52813192935278,375.32202420560986,0,1,0,0,758.4492159037898,3991.357496415171,1214.5796706573265,904.0204436919112,1170
Low,Argon,148.61482398570527,497435.60178112873,20.799283216324966,40.51749505577128,104.28868667170852,501.2371555843793,1504954.8324214816,204.17452125768628,58.73873918938622,276.5734408005413,416.0988499731525,660546.1860442647,171.54853281800155,,671.1726385000775,375.2693196868843,475104.3307629022,801.0412785601139,84.23875485588692,345.14915442981595,0,0,0,0,1260.920312022207,2131.469255876057,986.8948520921521,737.6513571690692,1171
Medium,Argon,117.35637837613815,625902.3697388818,293.5671681755648,16.732381074449485,114.86441839188753,419.1426354869132,9168768.341954304,148.45085246782054,30.05892350762194,315.8192415487889,411.28007189511214,693860.404398909,56.75042688656039,290.81306062402774,813.6478707583166,408.5163160415892,376500.91328223085,585.7358065654548,294.3491894678135,356.8142295220188,0,0,0,0,1563.1619786393876,1891.987680314471,1032.5642645774806,604.9125655159039,1172
Medium,Argon,133.97706352134148,653850.2883608642,219.86901407280232,3.9557303216952473,129.14298897092283,526.5353616354855,3375197.106529865,317.87661792994027,35.53975520641886,255.01148268734661,270.1180115496079,580805.860591469,62.8318253526554,104.14845849999732,760.6169917936478,253.84153300281082,488174.1788700762,806.2569227895181,92.44537055986723,327.5688445454032,0,1,0,0,1629.0249803806228,4657.391223750303,878.3688415640523,754.5016749058367,1173
Medium,Argon,49.61496080687372,399088.9893689044,247.14413548640198,28.43191176194699,106.39143576786287,545.8992500556043,3004576.597708699,171.04624005552958,63.59380729590283,374.2699196674369,448.39501190641744,847012.0105092839,475.64659257453735,238.0576643095865,854.046549927339,400.2341565357511,441277.8197411,990.8367826354197,163.1965974209715,312.92313259006056,0,1,0,0,1029.8975630897917,4157.8362179691585,1240.2722159647285,692.0275538369528,1174
Low,Neon,90.83651156906221,246072.86930539436,277.5584084457444,38.28220519824589,165.572870872386,505.17355957012904,1560966.0360800624,228.47308611914985,152.74061738972432,258.06886671822906,322.6034514164016,964559.411015702,160.56295866626093,104.83429124703501,719.7780883411883,365.27824436631136,560532.1053720297,751.651362916506,62.67966526576136,332.35964746064496,0,0,0,0,671.094369499751,2207.4006773196334,1396.6559464766292,852.8189135732515,1175
Medium,Argon,112.55524912410294,297166.0851411034,185.9547976102532,20.22787708155089,139.3160581890809,514.1944154151548,2093651.5766671335,33.40515282157887,52.65754733835853,416.7944433930503,289.56289866189616,628950.8192532664,279.20633582239276,104.13615930463175,728.1954601056825,395.90975827664624,669718.5550641625,959.27477394557,472.22914441317215,324.37958420183094,0,0,0,0,790.6253373066346,2926.363286318944,945.0793626069149,1000.7487861601236,1176
Medium,Argon,124.20173473170206,487543.57584475004,218.96756468269734,18.390240865023795,118.21412582638669,559.1356164981927,2657897.202689096,178.10791802508513,92.00764951383749,290.07037430133283,320.6048004957992,768850.6375648066,82.10653534925294,55.59767623008204,896.9767877290947,380.04731453830254,465000.27418571594,945.7684524595286,193.02496139006183,321.8691337190409,0,1,0,0,1238.2935015704138,3690.166607167318,1132.6964785429045,724.0815504339387,1177
Low,Argon,128.22546150976623,559004.4108095116,268.18647755370876,21.017985134319748,,580.3285453053825,2423476.618683507,193.7982364352507,72.25822725451651,353.2963387169271,360.43105068278436,507579.04586896836,364.1091355196948,81.64918759909855,827.0688151605775,306.4150260518634,554224.365882029,563.2482274671703,165.00472279169134,352.35673689915967,0,1,0,0,1406.010170963454,3373.3387793888232,781.2652791819912,844.0347085855944,1178
Medium,Argon,81.63818694856911,357321.8890227281,30.4004216002863,33.75158294322247,150.40206950680195,492.99855978560873,3659003.6489579426,114.90673319329817,106.22595737148599,221.89714604250753,491.1822461748541,781527.3568378197,81.61874307358318,232.1275516731252,893.6963059884291,337.2703418353621,384586.0133836412,600.8500823296612,497.42548453452616,332.0782498310335,0,1,0,0,931.8129058821747,5041.2825403247125,1150.3297165032,615.4665712900315,1179
High,Argon,124.58498077628205,308314.39824530145,60.21778399453911,39.52118737989337,123.24948398024173,617.5953135728745,2258207.2464448027,352.42695032768694,70.67241981281467,358.53737250448313,433.93614703478283,982651.632762513,266.1336642244062,265.45792083265525,713.9736715449914,347.36305149565504,373711.1844784046,912.9994938023004,104.53239378921671,319.7686545788499,0,1,0,0,816.635855438521,3149.544457010508,1422.8590313267841,600.5453022671636,1180
Medium,Argon,134.7309796163678,413214.64052276075,276.8093790332029,27.965684530027247,110.65982630774812,515.0614592477025,687994.9019033966,42.41117871919711,98.5137437063107,313.65073782291523,444.8004471407174,666217.834515395,446.8464238174649,246.34936369615514,829.2712054580564,327.237771826506,467034.027223069,696.8778250842546,,332.10882823433275,0,0,0,0,1063.6661421383901,1029.9720418654797,995.4088581388181,726.5955772068284,1181
Low,Neon,99.9725765580612,699013.4639276948,209.32505232447568,7.776334913511568,110.63179943193322,559.2080555745061,4290521.411368589,96.2946209230913,41.11733985972917,339.6138782213095,503.0597831479854,598789.9144625592,192.1969162241032,284.343217426514,838.2161037075306,386.04761906565903,376469.20924351737,365.74697503543507,141.36922122584795,,0,1,0,0,1734.7968997230705,5893.665279956074,904.9571744524171,603.9333267152372,1182
Medium,Neon,121.9015386106772,297102.6056823053,310.943032969294,23.95098988572143,114.1219397914747,507.8361254662958,1760721.2123510872,342.73244602573976,62.38392045362722,327.7620758217047,349.96463942659443,768251.3980319306,254.31847880310562,314.7807487247089,776.4965267153314,420.94240143288243,508020.54769645986,963.3399994628568,186.40835478571057,304.6520443162556,0,0,0,0,790.5860804748355,2477.7179696168077,1132.9407738135017,782.196709901018,1183
Low,Argon,103.87343311756395,464452.0286152318,47.9101020765402,25.476622577319358,129.0102483317565,436.01041093633756,1550090.003030756,291.8324559831364,85.3563059340639,,537.1377948941699,728226.7377957517,564.3876134733091,121.01413913175121,883.9647808660485,350.17765684246655,421712.7346483602,782.9665311207507,277.2696967050081,349.6428973711292,0,0,0,0,1183.6027196619436,2194.053437504695,1080.2159639280383,665.5518374382137,1184
Medium,Argon,112.68162788923372,450953.088054974,210.22822366515254,46.576431738381345,132.72322867213472,511.4289474860463,2344880.0572395003,167.767839826131,80.6135205118587,343.7563297691935,400.5807643729942,806525.1674408553,428.02358152952684,235.96445185351243,757.7088932336543,376.8832246269528,566551.594015475,807.948570825767,390.01367149242145,352.96852427489864,0,1,0,0,1152.1606349355952,3265.967823233316,1185.1362512837895,861.5149583068126,1185
Low,Argon,101.8075755914212,349296.340512543,226.54422771216628,16.370640693499276,87.90924593795467,523.3518021397609,3110243.0578347435,212.28295050217312,62.115622996001704,305.42979309031443,347.84864767774263,767930.9256948851,544.9008479521701,83.95741254386684,875.7897659116489,377.124361480057,292377.36694680597,480.57577345611867,452.77704953472096,326.0779750869206,0,1,0,0,912.9110869230723,4300.707173351026,1132.2815211794527,490.9270203528205,1186
High,Argon,112.69025623593654,351234.04369805456,111.128530237391,53.981446538103114,105.61561049371797,572.5537628143586,1810306.009500479,146.25768951722637,98.0489443402667,276.92528384327187,425.15476960050626,873171.9219478411,295.39810616322734,111.62327560300348,788.7981067905038,459.5028919616959,574843.0353666962,617.578407078066,417.47449081998184,356.9902604802215,0,0,0,0,917.4916541370943,2545.029036229426,1273.9926349558755,873.0907056524873,1187
High,Argon,57.33800155119496,363040.0983392539,95.73503375385563,31.495815161678273,175.94340180621847,485.5606592548031,1148690.6742266454,448.81815001083544,61.09642101495007,381.81628242845574,451.0541519333936,778279.9508044923,535.3097935921464,189.98771162619641,648.2204739272992,334.854529758611,229697.88040187667,177.41778724552464,336.53133301728434,337.75452897485764,0,0,0,0,945.5520036254858,1650.247390165103,1147.4838888602108,405.8784602158336,1188
Low,Neon,118.29498698165725,736300.303879361,85.93858309367445,,117.0863199132792,454.081334651238,3766101.68517123,439.1395270466674,81.00118750001194,281.84764453925663,491.50596704073524,651458.7367557028,343.49721720765547,213.32459955537075,844.6367376583481,361.1227052418685,370577.5308965726,673.0767753590633,129.3741357466398,351.34708924276566,0,1,0,0,1822.2157391715336,5185.601073824886,975.2682998103282,596.4330692403653,1189
Low,Argon,108.19134023065526,609988.015166221,196.2600090511381,14.276142911479218,74.08209403690732,608.8003590601851,1745494.2370550628,486.5284527739757,61.80971133912901,325.84060155799943,361.10247051367264,802656.4444743991,380.5289078525929,31.787973193926785,846.1744974184406,383.54185145521683,358885.27962323016,857.5334909769805,209.6969634526069,346.3639867096916,0,0,0,0,1525.3401052536697,2458.7067787574656,1179.179390788177,580.8723260912788,1190
Low,Argon,114.36479887731008,305153.4027182543,41.96135015574711,36.67229528629694,74.44951436479997,570.570110389264,1993472.515165541,411.03509823327926,71.18172973132639,303.36334898981187,312.7416581108786,762684.9393063202,257.7799040044574,165.3770280057706,615.4889158241917,316.9934214458879,540213.3168252872,435.1561928132595,271.03736944606703,329.70908497304606,0,0,0,0,808.6609865907889,2790.8218507603297,1124.667744288573,824.9053014827384,1191
Low,<missing>,110.85597364679191,406111.1891021859,244.86834474493287,9.21880914231822,127.78653099549503,454.3154814237961,2576862.472340899,122.20099302665876,78.85495621565295,300.00279877003766,611.6586690484619,727769.9308309312,1623.1516990050789,219.93481659478883,825.0331310309098,346.32940220837145,374175.91147144476,900.6271184489812,413.4191533871955,348.25255516199553,0,1,0,0,1046.8677463207052,3579.8444312539555,1079.2051812468721,601.7898166328227,1192
Medium,Argon,80.80399640010957,276106.2872159294,298.8265165580164,116.70815101982481,154.5101352114835,515.8311750470814,2816990.484612289,447.201315454066,59.442460249238096,308.2270985279692,501.6838125686625,954349.1620000657,152.04336676049357,54.254114510132354,732.1998851858028,334.7981313808365,483862.6856097714,308.089207372471,226.52057202699237,320.6416613885278,0,1,0,0,741.6556752874615,3903.372641572325,1384.2710278199604,748.7091409064493,1193
Low,Argon,146.08934037818912,339107.9481927777,216.96359633629982,25.358696105486896,130.78547955907212,690.196664102805,1383992.9426169705,226.37389308898452,57.344117971297976,251.28750110942158,407.9135949824222,627427.8394323726,528.8494142042925,40.58150150764912,915.6749986044643,387.6684146684227,448469.9885176141,644.1971790389108,184.15891215032443,357.5635023567534,0,0,0,0,889.5641332813086,1971.4139567047612,942.4039432336764,701.9332425734227,1194
High,Argon,94.21238370207703,479022.2711277105,678.0782229650624,45.81563342583024,77.31454900075666,542.8112153070215,1668939.6552572271,28.628300884506277,50.48396506462262,352.2225648776467,477.2354813390947,893669.5930338298,1697.619703808765,141.80462144396094,873.544064228348,395.20598567953783,583346.1516661836,155.6830387399479,365.1945805659235,356.51011536965785,0,0,0,0,1217.800503192799,2354.806821047008,1302.8750590256736,883.6880694949015,1195
Medium,Argon,61.30695865622174,525984.9346504343,229.55556375430774,48.42698219618583,83.66262421776614,432.391514484423,2977809.7445016545,247.26639487083034,60.1069283881933,314.590901231324,326.432349339223,757223.9342245996,430.53401426353514,275.59910427473085,795.1915626260532,391.3097321214857,403456.81107091025,352.73351237196437,229.0856432998562,358.1001401805215,0,1,0,0,1327.8512361210057,4120.679277319555,1117.6321190737037,640.8834287919574,1196
Medium,Argon,164.84341979697268,380924.4175905169,63.68539690482027,23.229796832984945,120.09134318007908,478.54223179476605,2207881.939268916,293.1819470195713,60.52317149659942,363.8749471458828,504.75733811371464,952918.2569573404,547.3492068672323,215.08914865968808,692.9240566675082,359.25097919489497,439752.25117744773,905.9407954729697,377.783023655154,339.1066466126865,0,0,0,0,987.5010557511733,3080.4232549240737,1383.4703269844367,690.2049722870522,1197
Low,C02,101.22302702703013,749730.8325878043,214.99933800371676,41.46857533842116,107.47981275112899,454.6669624148878,1676453.5752075263,449.8659155278568,68.03279056109889,304.80979924280103,388.37315765593763,727304.9740716328,327.21265690393165,63.842807034652964,829.026092933558,354.3977632436412,674465.8940864288,113.61477289184523,491.34379357890214,342.98364643646954,0,0,0,0,1854.2140300475976,2364.6326283061685,1077.398512051102,1006.4949876482519,1198
Low,Argon,139.75080513867056,291599.610303725,48.561971753729054,,114.98042762946227,531.4908803178671,3070586.7348023606,281.28133327037267,70.51075064529454,305.0536437162215,462.8761415927267,848980.9315891428,382.24893974650183,123.62523305971908,699.9354078827579,375.320536038815,468984.568301641,901.2882394376763,346.21202658180204,321.5150150842429,0,1,0,0,777.33594785489,4245.600869842142,1242.0304425927518,729.5209426204395,1199
Medium,Argon,74.09683446559002,473893.51616967394,186.56743356951387,52.659873232580566,127.29448627626914,494.0792377759343,1763790.467294237,31.62971746194239,73.06889432287949,336.84355775558726,491.27095285224146,1861597.2743502187,184.20922893032878,259.9936811351512,1069.9247903445673,407.8870634649555,458545.1254552537,262.98262019997145,75.03138982279916,339.8259603039563,0,0,1,0,1205.8450831825153,2484.5390630031434,660.341884030817,714.8956547708262,1200
Medium,Argon,96.15820521458114,289336.4435656501,40.78402063415048,72.09583636072577,144.91872582873157,601.9394122237854,1750577.6833878981,262.22401576256044,66.49485692484834,257.9111666618665,473.2972368277898,881359.4369676147,92.55065770751754,202.15734850232352,894.1314800209591,400.6960732612903,522270.9705006802,329.8711606797859,247.03589022329842,327.11704917755463,0,0,0,0,772.0026445762468,2465.8035822072015,1285.4327264034414,801.0715496938633,1201
Medium,Argon,121.86277723665783,389699.068305482,228.62176242805265,35.54362834116193,103.9134409376327,532.53920315493,1767382.6594810379,,66.025689574891,315.62912282440607,475.8494709548685,750051.8879394201,168.11793001831873,301.80292639303116,784.7866949451405,355.9736275482688,470392.40397027944,511.41008851175513,112.71518309431305,331.39878323002046,0,0,0,0,1008.0158913783098,2487.2462766338263,1108.6467202138033,730.7005768614807,1202
Low,Neon,64.1854667700103,450448.3505637167,159.13523102224798,-0.35291408752325815,118.51308785695726,567.3338450628823,1668411.3876667102,351.0497527400885,82.47578749102485,272.92068764834204,304.1396925864398,757521.6486761126,460.8198373731689,90.06629138558036,760.6100985248407,306.1069103231682,572316.9891022108,836.2992918896114,87.65298247554423,352.8382571890324,0,0,0,0,1150.4084930194563,2353.5489689506003,1117.62816707583,868.5607942841788,1203
Medium,Argon,104.57555563459933,490349.99368261726,286.16110496031735,49.262257691421055,95.77443415714676,444.7499976888407,2049155.5576660833,117.68558742102005,94.53564243019329,337.17571858827995,445.2346525137836,837317.0255228694,547.5478264600699,197.00811682433738,913.2232086496442,374.00930953284046,293436.1334695683,414.48575911662954,371.7403170907422,326.811502978705,0,0,0,0,1244.5480037384523,2867.9454764946727,1226.780423182304,492.22295415245577,1204
Medium,Neon,104.31957704611838,477654.87424118427,261.294077426306,,85.6286547271065,570.0100347377498,2568373.735284796,229.0122172806108,79.01783147485985,276.9500731388096,438.61339734188334,774079.4800638825,464.69884614575994,240.51286249141518,819.4179047253407,291.8016351110263,337772.8580645881,149.88173465319812,315.0956326893099,344.8228240168492,0,1,0,0,1214.6382896580233,3568.8509767970704,1140.6661777257361,551.4441059292196,1205
Medium,C02,82.26004306807683,559152.5321795512,273.01738935136046,32.9367560836224,86.77953330202966,468.7630676503724,714947.8900497365,322.21083396759497,88.35320107864942,239.55868643617674,336.88966435759545,699348.1944176442,484.03700652649815,293.4412419524563,764.470277670202,384.0530352777019,590370.0896864353,714.9059072594441,161.3718653673863,329.1010618868265,0,0,0,0,1405.9111974515065,1065.539347423858,1039.0844986437974,893.1490889162548,1206
Medium,Neon,153.5696051424913,539438.9657329734,,,85.88672165001887,607.8467413693612,3668365.484860266,427.6570502148484,85.01656889820933,299.04891828650153,360.24350303708377,792309.4240470625,545.6797947153042,123.70553371429122,776.5504834357416,310.5568556406901,278820.4854475009,865.8216527156192,314.2267423909501,342.3833364260415,0,1,0,0,1359.934311615038,5053.691487593572,1165.282416235647,472.60853581655226,1207
Low,Argon,99.94165101637397,412387.99684296205,14.092717194251003,17.172574947688204,309.32849119249937,525.979798654076,661482.2291238507,458.45246260452376,74.03089405040998,272.7422662178129,371.5438461977322,857721.3091680806,198.07325515917304,76.37868844212437,731.1019646077474,371.205089790094,330718.265254428,555.8277486008118,440.4768789145934,,0,0,0,0,1061.0010341951934,993.6912521330318,1252.8253036600306,543.0452898891224,1208
Medium,Argon,134.06049283589323,232849.6944076077,114.49313704842703,25.05112739805076,114.22537473058293,431.7395366081076,2711684.3460346335,419.6076302268789,73.13493856198133,292.1692529253837,403.7399605522544,707324.7048641959,336.613916548451,237.1341577610805,685.5907982765658,390.8171741783415,606673.4053935151,350.36223149415076,51.64168880231285,325.95633739536026,0,1,0,0,639.6297078908641,3760.5202338609474,1050.3841260780791,914.705343747866,1209
Low,Argon,152.1440293720469,353389.35900180414,34.54285566838564,3.9948665396686387,134.648335595476,537.0671524296166,2525193.2151873214,87.84424511331534,68.19348117691027,331.58427045589,351.9673928615231,898114.9459936064,210.29931520950308,101.3427431730694,792.5334367013138,353.03238193779055,473899.7467224603,557.1460027848411,173.96189105891364,348.1253396992834,0,1,0,0,922.7582382165567,3510.182992240799,1308.0289428797144,735.8721350810594,1210
Low,Neon,86.37921147944917,459565.14730577776,271.5420149272936,58.49161398885772,138.4470161440045,431.98874197317514,1230092.7202559186,368.5419733678761,81.16053712137463,302.79040901466107,492.6738939837291,947889.482739989,509.7289555517294,280.2132591779737,756.8282624230318,319.20893107726283,502162.3219704193,319.8061285979179,456.63736479033304,315.27897148161,0,0,0,0,1172.4338622009122,1760.9028046927315,1375.9857208702101,773.5882089910921,1211
Low,Neon,86.54704759969951,271873.41418388556,37.685611856061456,50.76600581074614,156.22785188564643,559.2908660289444,1982811.2503514637,328.9997627140739,221.3126067118581,278.0552853955635,397.4742112687703,809914.3302301741,293.2608800780158,54.5955654667303,651.492638243611,342.949301053603,356668.0331869909,,153.58763921083266,334.40274826577263,0,0,0,0,731.0667738101803,2776.567540370011,1188.6344915235559,577.5504015204004,1212
Medium,Argon,95.98666796409192,257695.29309675324,14.169106709436655,13.04778902460015,102.3719072266274,533.9651646189378,1607358.7293607427,329.9250212756053,62.97594490348023,306.9618162855237,307.29261352818963,859217.5420435147,347.8258488914228,89.44984891859474,797.553831010255,429.68183238186725,524707.5347175675,632.7282023049193,433.6345962531616,324.3648161217402,0,0,0,0,697.3097167969574,2271.120200272177,1255.0532146803585,804.905658608801,1213
Medium,Argon,121.25789329705543,163300.5088750227,247.16415932232871,61.074814958131526,155.68632520399294,557.5255554683117,3100463.4273765967,278.2243127131045,48.775090611807514,274.0345569206111,286.0580491853494,760276.90902268,429.44142770447564,137.00864977949075,800.6498998068863,307.04593927592657,526194.1481939524,262.98353529036507,352.9752446805402,331.17460148183295,1,1,0,0,476.45614490187535,4286.866554628902,1121.2576780238771,805.978532880009,1214
Medium,Neon,108.51913658055297,112514.22822861094,225.8377261040036,21.37607185066691,146.18397714036314,602.880571483757,815454.7859244451,59.34186321645577,90.36724957145032,307.0908076004272,476.8836918542633,886443.1133057826,364.29479789761905,157.48533123130966,854.5975507273981,303.8365036833732,351639.5022902933,521.8389773305054,449.6770786493597,331.29279366194106,1,0,0,1,356.9833015218059,1202.5927648198503,1292.8747156794398,570.6335582719723,1215
Medium,Argon,71.20754366006702,426419.9437664567,284.56556725259514,42.474760242496,96.70130506946842,518.1034117680138,1549851.7688908055,251.91956415520775,66.89628865639918,332.2269352208652,340.08270500304604,756560.3929078443,281.725747566174,104.56627297095622,810.9261103389921,278.87010139288157,,353.0107043694545,86.75764752184449,335.15166089918864,0,0,0,0,1094.2637055215732,2193.6034933100564,1116.835456957698,864.6222045883019,1216
Medium,Neon,83.4343586590044,300349.785594836,172.5869702428135,18.11031529796771,128.33763042637602,520.802413570929,944128.8693027582,362.90356315092833,99.81703882040335,277.74955663947884,452.57996888162097,898786.1017813657,207.74795852077767,80.30230457390999,863.1863813780024,332.8871394331919,345247.83516560367,527.5030541225955,70.04622492493115,343.83724113954213,0,0,0,0,797.8211802644794,1376.6611256938934,1308.6824102326118,561.8426980110066,1217
Low,Neon,48.19206450833779,307544.3288979963,264.04195247645276,26.65642305461849,111.96941299477714,540.8676560090054,4165855.9378614593,392.25696221467183,19.937827478925875,311.98301338074003,419.7745939614321,446342.28528365324,69.02265276724242,237.37547529644596,994.839275863786,427.3031947686263,207389.4926921972,715.2030952308855,216.4583407428869,323.2829904669439,0,1,1,1,814.6731673377416,5727.119474032524,698.2867802461445,376.2769767344906,1218
High,Neon,125.8269027026466,374368.94294337573,711.1788222143724,26.311442711940735,109.37086840249884,609.6715869218988,3392425.175057307,,30.664823956510716,264.9342125502953,426.505937347086,700180.6961428344,228.57604023245204,233.8738997612831,805.1981826362513,320.1906336303035,508006.2743719024,755.924689232136,319.056018672538,354.52165029124313,0,1,0,0,971.8131471537748,4681.0754386199915,1040.544758717473,782.1101400632361,1219
Low,Argon,134.7723363276651,555492.2246992266,149.384773107885,57.52304750570311,89.72820245377945,614.4444233729703,1240288.6769284408,85.57323009497973,50.723487428533424,274.16745101057705,433.6508797972947,764510.9736573957,487.4819430530345,170.60263810740724,890.8622613079624,347.49258243879945,432504.23658390646,706.6065128473133,359.46463675318836,363.45965174975095,0,0,0,0,1397.4630528065156,1776.6475231074003,1127.7086486141136,680.408134060183,1220
Low,Neon,75.72779339724262,447602.8821432583,228.57494217471083,,109.3023164348688,501.66121708014253,3077719.6333232024,216.87438624096455,58.02850366887259,281.63135552690613,428.98029312852566,851894.7658255984,391.406783963334,40.19052645544071,838.7065843083519,366.15308974275797,414307.74850058346,129.06659802270093,303.0450742950429,339.17074004610686,0,1,0,0,1144.0980508800462,4256.278953363627,1245.4520802357954,655.1766432855837,1221
Low,Argon,97.98860551016256,429589.2056571159,270.5295136383457,51.73238869024431,109.20392681460801,548.7951617872529,2839792.1300769923,185.92863382627513,74.30863883436092,221.43131693593233,490.1993461578507,858603.1887325621,493.8320252975307,243.31812852960647,903.1659974624155,341.092643725665,361897.8841288891,97.51962389648511,309.6353281070704,342.1703919928687,0,1,0,0,1101.8512920282596,3935.942133213005,1254.6830121875598,584.2452674738519,1222
